s1	rid
S1-476159901	S2-690152387
S1-845200491	S2-763267354
S1-604894478	S2-981693828
S1-611371846	S2-198820364
S1-530988960	S2-575724872
S1-843788258	S2-833989983
S1-254862438	S2-258987530
S1-180926266	S2-292572029
S1-747241157	S2-128856297
S1-165168023	S2-184749935
S1-770521367	S2-329352252
S1-248710860	S2-195970989
S1-847181315	S2-496692693
S1-584066411	S2-897169764
S1-626961545	S2-3841914
S1-959594342	S2-830710868
S1-736429914	S2-837287636
S1-381952641	S2-105549614
S1-109086102	S2-53292833
S1-594721277	S2-861463971
S1-207757250	S2-636031613
S1-490372842	S2-774512583
S1-528261236	S2-886940953
S1-430030755	S2-687801755
S1-390041247	S2-187468155
S1-982073498	S2-22051753
S1-218125207	S2-123934922
S1-451003843	S2-829510752
S1-642050816	S2-151881180
S1-997062509	S2-602326523
S1-891372250	S2-358037062
S1-683123613	S2-828326527
S1-656567774	S2-86568462
S1-260247784	S2-544055251
S1-307690202	S2-694751941
S1-212943405	S2-446016208
S1-530669832	S2-941395660
S1-954955642	S2-992963458
S1-615445353	S2-266683275
S1-928386901	S2-136026231
S1-407180138	S2-260339055
S1-689082561	S2-858259919
S1-489635940	S2-55026957
S1-460190297	S2-102383975
S1-373568591	S2-35517597
S1-569853403	S2-735191370
S1-313704586	S2-683793687
S1-324832482	S2-574913991
S1-254721587	S2-308727397
S1-669177332	S2-417659972
S1-753424982	S2-520694758
S1-272746708	S2-873203889
S1-66110765	S2-34240373
S1-930163930	S2-48996600
S1-750998293	S2-326209323
S1-154959891	S2-442645696
S1-432370803	S2-690370694
S1-335715725	S2-373474778
S1-712844180	S2-271404467
S1-418090082	S2-108246460
S1-92508275	S2-626047546
S1-138048182	S2-968809489
S1-471084521	S2-691436333
S1-285925000	S2-359482610
S1-434472830	S2-180821667
S1-78205714	S2-443879759
S1-982932071	S2-353532279
S1-257439060	S2-780832654
S1-207150492	S2-125628782
S1-512392713	S2-997194761
S1-155288173	S2-543401304
S1-101960499	S2-842932760
S1-533857708	S2-44242460
S1-696320061	S2-347831546
S1-535726381	S2-182533111
S1-376811515	S2-480859518
S1-72715133	S2-842804710
S1-40536008	S2-374233357
S1-484098802	S2-520974588
S1-569566943	S2-884927014
S1-237692405	S2-129813087
S1-279747618	S2-839634952
S1-236963798	S2-111203101
S1-349514403	S2-542067932
S1-656268246	S2-209466543
S1-637800973	S2-243490393
S1-677315725	S2-271330565
S1-774330610	S2-470915256
S1-771276312	S2-367428006
S1-12017166	S2-237831460
S1-817881338	S2-882832743
S1-406607305	S2-903045576
S1-603909729	S2-289119667
S1-738171125	S2-190807889
S1-91433121	S2-220104395
S1-500543027	S2-713347455
S1-259912372	S2-997921192
S1-894898360	S2-779812453
S1-479767619	S2-614904522
S1-182915788	S2-253964942
S1-144336146	S2-434888706
S1-626455936	S2-27254269
S1-808703352	S2-749139116
S1-699614981	S2-812350312
S1-489096247	S2-813734025
S1-569593800	S2-183016267
S1-151245514	S2-984953203
S1-2982861	S2-37959834
S1-709223453	S2-176142719
S1-357990825	S2-623129941
S1-321727519	S2-397434243
S1-433615395	S2-175936649
S1-42300343	S2-912873465
S1-16241950	S2-262924379
S1-432432354	S2-170934326
S1-768130722	S2-129343223
S1-470617748	S2-466343792
S1-905061833	S2-856386738
S1-540551536	S2-230512440
S1-889743976	S2-97894529
S1-135479641	S2-356334233
S1-647761906	S2-899386933
S1-162624994	S2-364759882
S1-323997980	S2-144646374
S1-782306935	S2-4633021
S1-581546073	S2-201653877
S1-338233439	S2-253045816
S1-714716160	S2-635900956
S1-362478735	S2-139413484
S1-381387009	S2-99890429
S1-607048303	S2-192062284
S1-594512056	S2-886713935
S1-425021727	S2-272935061
S1-311458822	S2-287747731
S1-362609187	S2-700348551
S1-373107205	S2-511546664
S1-994701517	S2-897448511
S1-239798402	S2-64034159
S1-576455307	S2-228454756
S1-402430366	S2-104340714
S1-648604175	S2-661210276
S1-647245509	S2-402424709
S1-204183450	S2-877044910
S1-790289159	S2-946882920
S1-63613063	S2-693625553
S1-376305895	S2-688105705
S1-436022900	S2-420250275
S1-527074216	S2-972828174
S1-872102350	S2-129501101
S1-521224221	S2-616699534
S1-218883540	S2-113148282
S1-81363087	S2-592395722
S1-697170572	S2-569366054
S1-128556078	S2-755985033
S1-950968557	S2-131685010
S1-696617772	S2-493212954
S1-623197801	S2-325240340
S1-111784840	S2-972585176
S1-798564753	S2-101810649
S1-251304003	S2-900744138
S1-392901767	S2-130450154
S1-11374424	S2-760142839
S1-390041273	S2-685401968
S1-259982367	S2-722829655
S1-97461100	S2-524575381
S1-696735376	S2-558863871
S1-926827631	S2-872522693
S1-690194698	S2-551142657
S1-206880330	S2-639989883
S1-247376059	S2-152487222
S1-604329484	S2-539397212
S1-617568855	S2-727451209
S1-930151191	S2-471311572
S1-973754004	S2-628614911
S1-374273965	S2-160911741
S1-53278647	S2-536044572
S1-838452203	S2-883029693
S1-367977962	S2-920447470
S1-644319701	S2-574999902
S1-677621466	S2-593594949
S1-339846559	S2-142901666
S1-211109831	S2-575886494
S1-891234965	S2-961052636
S1-404916380	S2-307448180
S1-723486583	S2-377149772
S1-966059744	S2-296699421
S1-182037065	S2-588818729
S1-902313379	S2-265571531
S1-217867503	S2-840896461
S1-193244150	S2-655282580
S1-632392809	S2-651076627
S1-264743517	S2-991045929
S1-550523799	S2-205680161
S1-269693445	S2-410830250
S1-788554617	S2-935317366
S1-944763088	S2-709178723
S1-427712705	S2-829076791
S1-843628030	S2-20238055
S1-751159579	S2-83808176
S1-801405665	S2-89813292
S1-362974158	S2-828323594
S1-601349377	S2-921547267
S1-292323943	S2-891657711
S1-221780566	S2-358580319
S1-136292355	S2-498510187
S1-184292264	S2-35728376
S1-362867657	S2-660856250
S1-321923900	S2-874621647
S1-243583993	S2-873161348
S1-649534856	S2-579150707
S1-859773828	S2-212585697
S1-203925563	S2-719558106
S1-573464572	S2-781987959
S1-776524532	S2-695197898
S1-163793136	S2-200173562
S1-976749233	S2-503469917
S1-739640151	S2-53237646
S1-251905721	S2-619183178
S1-679082633	S2-983962866
S1-784558479	S2-651049319
S1-193606577	S2-726755469
S1-980097694	S2-203120077
S1-910453091	S2-460258036
S1-205258688	S2-111930722
S1-318259456	S2-468554402
S1-547601192	S2-719418134
S1-882689971	S2-508807565
S1-481912804	S2-149977178
S1-401261291	S2-653466285
S1-442975533	S2-946140623
S1-342831564	S2-578901619
S1-747361277	S2-252762934
S1-988467806	S2-338117428
S1-588635966	S2-100289179
S1-193348150	S2-215658306
S1-110665814	S2-993473021
S1-155629228	S2-64258742
S1-753613672	S2-448861280
S1-113661715	S2-943771466
S1-57664757	S2-74205820
S1-616528603	S2-284934472
S1-171792998	S2-886513390
S1-553345838	S2-351812050
S1-956797870	S2-479273825
S1-592318279	S2-371342819
S1-588907194	S2-167536067
S1-2509588	S2-688435272
S1-482587583	S2-214261400
S1-812916484	S2-336493781
S1-316737554	S2-98755722
S1-842899589	S2-702841873
S1-839577767	S2-685310471
S1-316539332	S2-447174730
S1-688445127	S2-603442285
S1-233647310	S2-372915158
S1-363800635	S2-592946395
S1-119077399	S2-530365928
S1-886324381	S2-385979191
S1-280296471	S2-971859927
S1-486969569	S2-328964365
S1-130734307	S2-284504445
S1-462297371	S2-902915745
S1-476199249	S2-888068457
S1-668230260	S2-20768448
S1-918122009	S2-440934528
S1-515966770	S2-798527924
S1-104397646	S2-699254713
S1-810674309	S2-670194477
S1-857899715	S2-1142505
S1-932763934	S2-444319208
S1-466236852	S2-601715319
S1-100813534	S2-116401910
S1-617194738	S2-214232324
S1-460375603	S2-333094907
S1-425099383	S2-373411982
S1-824373227	S2-848669792
S1-645471905	S2-723232172
S1-792463470	S2-126487316
S1-721645637	S2-471105138
S1-322218458	S2-442259471
S1-553971208	S2-725768934
S1-500900000	S2-384319938
S1-944070970	S2-632463817
S1-211096956	S2-993500697
S1-806605293	S2-87277703
S1-774740958	S2-756875945
S1-645518684	S2-536317439
S1-512187162	S2-37562130
S1-787536977	S2-698471831
S1-264276498	S2-71287884
S1-37181608	S2-633236529
S1-86261664	S2-890703691
S1-284158210	S2-267223767
S1-433476453	S2-750351471
S1-696650830	S2-312068844
S1-502932855	S2-341640441
S1-392881533	S2-24387914
S1-707667583	S2-104468806
S1-958124688	S2-84084117
S1-269346518	S2-289035551
S1-992049885	S2-874380744
S1-76337548	S2-869567170
S1-524422573	S2-773146975
S1-329120456	S2-206815238
S1-960743078	S2-968487263
S1-97395393	S2-639986021
S1-195111671	S2-731285921
S1-611354269	S2-481269237
S1-67775324	S2-307019504
S1-946175922	S2-176901940
S1-617358080	S2-1463320
S1-860072968	S2-183877446
S1-182219948	S2-131133037
S1-608292108	S2-281451147
S1-351116544	S2-385951207
S1-115616021	S2-446907467
S1-817240979	S2-525422848
S1-546097895	S2-273076602
S1-1727907	S2-663675272
S1-427179120	S2-212654433
S1-276173816	S2-236730022
S1-111522804	S2-311474502
S1-338530942	S2-649687277
S1-808966045	S2-414157917
S1-953453438	S2-383075478
S1-367856730	S2-346794510
S1-932736238	S2-940198151
S1-472046942	S2-750793764
S1-980901412	S2-692230845
S1-548044130	S2-220506478
S1-316102921	S2-425576076
S1-476773080	S2-63497884
S1-295685192	S2-936828118
S1-70950884	S2-637032700
S1-841609027	S2-43326088
S1-554242040	S2-345703879
S1-704925683	S2-349072053
S1-279858461	S2-114176547
S1-293322666	S2-514909921
S1-152738854	S2-732002749
S1-467934335	S2-977389348
S1-896288816	S2-191442869
S1-17358327	S2-811754344
S1-875283595	S2-793643139
S1-652164755	S2-713191919
S1-330647031	S2-597875516
S1-968005178	S2-437622203
S1-39762296	S2-152264143
S1-547134755	S2-454990661
S1-927772758	S2-99192716
S1-431516919	S2-198428975
S1-691987330	S2-491140409
S1-622047228	S2-976337265
S1-443759633	S2-364959007
S1-301536862	S2-209516699
S1-936154457	S2-733492696
S1-439109227	S2-981122273
S1-54410858	S2-102453487
S1-788653231	S2-345281525
S1-222233543	S2-778242676
S1-225044878	S2-647567700
S1-794856279	S2-341804010
S1-854918452	S2-488842573
S1-417574132	S2-924992348
S1-231734364	S2-989137450
S1-551628831	S2-937711602
S1-926208491	S2-777732619
S1-40790460	S2-129950717
S1-691847516	S2-704813519
S1-997568868	S2-963880157
S1-718098163	S2-558943400
S1-262401097	S2-98004406
S1-265864110	S2-572432980
S1-972435825	S2-755081914
S1-188150912	S2-251320733
S1-69809154	S2-828973466
S1-301197173	S2-985446883
S1-750310162	S2-111875439
S1-123052101	S2-335195581
S1-399261507	S2-331457143
S1-338205351	S2-812712962
S1-659559132	S2-740932227
S1-420926867	S2-372051403
S1-93144109	S2-779702042
S1-839263119	S2-360742493
S1-704004920	S2-158827368
S1-374010266	S2-884723050
S1-598174041	S2-514322658
S1-39626883	S2-537920789
S1-430957844	S2-99552129
S1-726257671	S2-276567830
S1-164594118	S2-622889157
S1-431735870	S2-507684606
S1-561732956	S2-106629526
S1-385194155	S2-813138040
S1-426721700	S2-364315677
S1-381549323	S2-635916378
S1-699961845	S2-523065382
S1-599310463	S2-924708653
S1-137052159	S2-509037432
S1-316855548	S2-157738202
S1-548764815	S2-49183464
S1-325670331	S2-116684762
S1-290919477	S2-222045315
S1-595971878	S2-850903364
S1-248434245	S2-186911348
S1-737136126	S2-649402754
S1-326807463	S2-185615131
S1-26897225	S2-927450768
S1-961023040	S2-419551753
S1-407342059	S2-786764670
S1-50142763	S2-959466871
S1-612852322	S2-674614771
S1-925283597	S2-67913670
S1-700816143	S2-267017557
S1-415091163	S2-193415204
S1-425891288	S2-433687661
S1-241823537	S2-379328520
S1-150074643	S2-552073964
S1-599835233	S2-791015491
S1-771511727	S2-441697522
S1-693811728	S2-797457238
S1-869436801	S2-600807447
S1-866882107	S2-266543533
S1-948257818	S2-543881047
S1-351634499	S2-146474529
S1-804955511	S2-948899731
S1-304992439	S2-171804949
S1-969578999	S2-237343264
S1-413016854	S2-400183993
S1-397515407	S2-524968696
S1-13605328	S2-657523164
S1-530456209	S2-145631597
S1-351015802	S2-993870058
S1-95597100	S2-830354475
S1-493850096	S2-157137053
S1-541230262	S2-9456600
S1-653799379	S2-950290140
S1-158566949	S2-618959171
S1-939865499	S2-794987338
S1-260874938	S2-157622662
S1-634632306	S2-47554271
S1-839071870	S2-100152724
S1-470387886	S2-543690908
S1-464853046	S2-962312452
S1-925611517	S2-817317904
S1-755607471	S2-605770329
S1-297064313	S2-158392548
S1-751160032	S2-770407247
S1-456135571	S2-549071432
S1-605442385	S2-63185936
S1-991764083	S2-872679464
S1-845440112	S2-378912199
S1-654754011	S2-177773906
S1-787227687	S2-208264858
S1-440022370	S2-685568069
S1-141570699	S2-338337009
S1-410016210	S2-194250094
S1-648425760	S2-258756817
S1-277046563	S2-371215218
S1-417995713	S2-304384146
S1-726364984	S2-50328958
S1-392851320	S2-579479208
S1-109774706	S2-122946214
S1-234472268	S2-640083993
S1-357129103	S2-575285144
S1-464274731	S2-539535597
S1-969924733	S2-845390910
S1-92750521	S2-764705573
S1-383438324	S2-881303013
S1-78728979	S2-80331096
S1-688791000	S2-672024489
S1-299080925	S2-777557336
S1-504455935	S2-866560343
S1-675578490	S2-668946618
S1-75326973	S2-56203172
S1-161290426	S2-110816347
S1-752756966	S2-511484851
S1-251946436	S2-238153389
S1-173729765	S2-88271549
S1-296020062	S2-730650230
S1-879942118	S2-406848406
S1-976382673	S2-849614676
S1-98027599	S2-186353282
S1-145886637	S2-850160353
S1-533758791	S2-589240715
S1-401729534	S2-27308620
S1-561110176	S2-486140938
S1-418474677	S2-495573268
S1-288627679	S2-398377373
S1-654463574	S2-142718588
S1-560124802	S2-397567742
S1-368720960	S2-211377651
S1-263556124	S2-928025302
S1-302844232	S2-612538795
S1-103743570	S2-588774855
S1-954872201	S2-147431990
S1-104375345	S2-836269158
S1-121719167	S2-395553610
S1-77593180	S2-141712200
S1-839479134	S2-55198570
S1-657860870	S2-416901435
S1-962646504	S2-221325895
S1-121021368	S2-193726938
S1-393766129	S2-889568751
S1-187754854	S2-705445879
S1-412335139	S2-329715311
S1-294467976	S2-458859428
S1-857828626	S2-118781212
S1-70850945	S2-896908494
S1-341674606	S2-206050162
S1-364910083	S2-13797890
S1-306084697	S2-87722026
S1-436099286	S2-764865525
S1-345182058	S2-799083125
S1-266407460	S2-919578879
S1-276569364	S2-453693150
S1-915282909	S2-146410863
S1-680242008	S2-440864772
S1-109903609	S2-651824729
S1-308832811	S2-430434644
S1-829053955	S2-436001034
S1-217061286	S2-658825633
S1-638165498	S2-372258952
S1-105101633	S2-406804537
S1-205295887	S2-836369299
S1-889728382	S2-849954874
S1-458084094	S2-221469765
S1-234573122	S2-289178989
S1-7464081	S2-580540240
S1-280759433	S2-86608349
S1-384881498	S2-687841359
S1-245905256	S2-823976825
S1-343096352	S2-156032916
S1-216145863	S2-852744267
S1-869367976	S2-910922166
S1-369532350	S2-89131942
S1-393622900	S2-58144352
S1-313346532	S2-967351170
S1-292631454	S2-20124116
S1-155424274	S2-465752752
S1-262529257	S2-913834363
S1-544834932	S2-598673099
S1-699256542	S2-179448758
S1-325277129	S2-326713735
S1-418806633	S2-746207206
S1-666528705	S2-636837662
S1-449987592	S2-809034181
S1-2712378	S2-457920704
S1-903169726	S2-386632472
S1-100346092	S2-734917263
S1-990257643	S2-746198110
S1-427952243	S2-271592895
S1-536554882	S2-249760152
S1-998960756	S2-251668771
S1-149164037	S2-15867004
S1-756971167	S2-677689651
S1-252756373	S2-345989065
S1-156448530	S2-97136606
S1-652059760	S2-177207821
S1-662422924	S2-730187722
S1-390848379	S2-227514991
S1-487225681	S2-173175653
S1-894199681	S2-425942009
S1-70757431	S2-356170438
S1-127349319	S2-946374568
S1-258178816	S2-177912958
S1-400387503	S2-61185115
S1-494974338	S2-681860019
S1-571491365	S2-328101642
S1-672289243	S2-938356045
S1-963414368	S2-959921883
S1-357160879	S2-107925396
S1-451441463	S2-544199533
S1-968524690	S2-275735911
S1-816815535	S2-257890578
S1-668475054	S2-553851128
S1-243196117	S2-506952166
S1-976277313	S2-507485885
S1-40254263	S2-209803132
S1-540581748	S2-137624766
S1-459334530	S2-439147553
S1-213368935	S2-305008139
S1-581277026	S2-656564108
S1-813456162	S2-274799328
S1-616709626	S2-630240728
S1-82946972	S2-361583329
S1-427499155	S2-830554886
S1-435551280	S2-208725347
S1-156657846	S2-234161027
S1-60626791	S2-540684690
S1-696776811	S2-461401421
S1-55833615	S2-70183123
S1-851906938	S2-357571670
S1-152571215	S2-594266284
S1-206497508	S2-983642096
S1-674328344	S2-40338542
S1-115560570	S2-350595878
S1-258305618	S2-25867882
S1-708736913	S2-964756116
S1-171659373	S2-110034098
S1-697239960	S2-132198063
S1-954845440	S2-358138733
S1-668464139	S2-21792288
S1-187901972	S2-881858400
S1-234516500	S2-561096500
S1-935232640	S2-724537037
S1-97852089	S2-818307208
S1-394463221	S2-254606858
S1-777431366	S2-835673391
S1-126234273	S2-41687922
S1-484485120	S2-900328639
S1-290273354	S2-688600379
S1-299222693	S2-515797383
S1-271233213	S2-734659348
S1-173649240	S2-910175518
S1-593652796	S2-824094108
S1-913183024	S2-562197612
S1-873713361	S2-242988354
S1-444914021	S2-77027624
S1-753531725	S2-960345223
S1-861545261	S2-830876565
S1-469447559	S2-715967724
S1-403512361	S2-618600554
S1-940287013	S2-208062150
S1-679755078	S2-743140589
S1-29287602	S2-410269839
S1-227735721	S2-401280164
S1-475500363	S2-809314052
S1-881510168	S2-95309220
S1-134634564	S2-94709773
S1-301519882	S2-785661495
S1-105597023	S2-475950085
S1-963679853	S2-787732216
S1-773741934	S2-37386004
S1-349034216	S2-530766625
S1-78624560	S2-512695016
S1-812386674	S2-597709583
S1-487308179	S2-29209497
S1-801261398	S2-322170934
S1-576092353	S2-536631030
S1-502025977	S2-243101014
S1-521939283	S2-324516571
S1-864941237	S2-762559844
S1-689494148	S2-388251086
S1-834633292	S2-264239459
S1-325064508	S2-814786508
S1-773785883	S2-774701331
S1-119874099	S2-679544008
S1-930342146	S2-551705579
S1-582001279	S2-628682415
S1-915600702	S2-20966124
S1-673646564	S2-821508000
S1-987943292	S2-660881841
S1-977207412	S2-871274006
S1-834301250	S2-328889933
S1-672916412	S2-215712283
S1-122417430	S2-572508355
S1-596282355	S2-953061943
S1-952454336	S2-993497430
S1-527436397	S2-306409966
S1-101712928	S2-312234368
S1-2982227	S2-652633921
S1-403123231	S2-372902710
S1-905024965	S2-77395099
S1-846650135	S2-527383760
S1-763591157	S2-213681004
S1-32148831	S2-516362567
S1-752627833	S2-850876108
S1-663406843	S2-620733809
S1-943951180	S2-814134962
S1-407284560	S2-252256420
S1-458101693	S2-69452923
S1-33055898	S2-425079055
S1-945983278	S2-441882336
S1-161786353	S2-372396491
S1-89830765	S2-135020348
S1-768337890	S2-961757742
S1-260068049	S2-219308509
S1-817271586	S2-607745334
S1-736098193	S2-474722696
S1-296179393	S2-932099388
S1-934004643	S2-421506298
S1-517683305	S2-870253909
S1-677665203	S2-626401517
S1-22817004	S2-277538456
S1-456421458	S2-998612169
S1-428887027	S2-176058647
S1-103070679	S2-17475547
S1-827473783	S2-94157531
S1-383440184	S2-490663548
S1-6882632	S2-483481019
S1-447961554	S2-501342614
S1-133394685	S2-988975060
S1-415941140	S2-525533298
S1-741593526	S2-431048359
S1-228186947	S2-580735391
S1-741298432	S2-34617403
S1-653170694	S2-279060685
S1-68897232	S2-329339206
S1-377455319	S2-636373098
S1-902881804	S2-17667617
S1-595299032	S2-323974541
S1-383874101	S2-878831942
S1-594282975	S2-955864937
S1-81631243	S2-257722732
S1-351808893	S2-999770464
S1-77827227	S2-887334928
S1-58177309	S2-12745807
S1-324026064	S2-142276086
S1-922309988	S2-803947778
S1-194445312	S2-71800307
S1-724272101	S2-913078640
S1-162866019	S2-307187540
S1-270293020	S2-336292518
S1-887795251	S2-312942173
S1-613889047	S2-805338252
S1-872757696	S2-923339942
S1-112773724	S2-285073989
S1-870945617	S2-112111983
S1-168916215	S2-372190442
S1-325119527	S2-44249093
S1-164752637	S2-491841587
S1-810654792	S2-816711030
S1-198028674	S2-160967168
S1-987147820	S2-219049788
S1-235511351	S2-500095178
S1-579397401	S2-306690960
S1-701057333	S2-686126496
S1-847664356	S2-574821966
S1-893252437	S2-697090581
S1-160622083	S2-23158938
S1-851617957	S2-753034688
S1-172712530	S2-72718087
S1-760028022	S2-237710683
S1-167270808	S2-27719064
S1-347928285	S2-6369766
S1-33328129	S2-390991435
S1-364388393	S2-501717184
S1-66272824	S2-499629075
S1-136105380	S2-877110062
S1-652214252	S2-647960329
S1-391555237	S2-936427421
S1-916685190	S2-327909541
S1-552418011	S2-500123911
S1-27856193	S2-650947371
S1-927554386	S2-574103497
S1-358599648	S2-451182748
S1-946774848	S2-792537050
S1-826174526	S2-57247477
S1-970910957	S2-851071920
S1-628468739	S2-978223227
S1-851078063	S2-258972956
S1-945793348	S2-842952621
S1-715563002	S2-446702695
S1-447573357	S2-149589329
S1-71752626	S2-591816721
S1-644024526	S2-969014626
S1-190028025	S2-584419883
S1-723008871	S2-354947367
S1-436679151	S2-522676013
S1-400362819	S2-180035740
S1-736899097	S2-923601013
S1-609126446	S2-997626828
S1-42158971	S2-843237820
S1-896681208	S2-510601307
S1-844222172	S2-579537204
S1-692814940	S2-339023929
S1-853675228	S2-772098635
S1-362828798	S2-526514064
S1-519892082	S2-51134983
S1-38740829	S2-242869575
S1-140608314	S2-920975263
S1-477726647	S2-411028859
S1-759990321	S2-749855994
S1-698794026	S2-492430726
S1-130089665	S2-795086909
S1-99601535	S2-545903601
S1-460230942	S2-82026944
S1-209200263	S2-923084867
S1-659572154	S2-970684819
S1-929065765	S2-104481
S1-234003338	S2-25286696
S1-834905876	S2-660560505
S1-56292691	S2-977490322
S1-320279093	S2-97783462
S1-402196169	S2-814991880
S1-583553846	S2-127942296
S1-495534030	S2-60821982
S1-949445130	S2-900115360
S1-504586185	S2-526746490
S1-59618827	S2-844022439
S1-698817173	S2-666687709
S1-946500231	S2-555704661
S1-710560781	S2-563500161
S1-237613708	S2-61378519
S1-908407212	S2-457072630
S1-464433179	S2-771467471
S1-444904680	S2-606757490
S1-632418912	S2-440394456
S1-489857933	S2-47543997
S1-202452533	S2-193870940
S1-710728470	S2-433306457
S1-642313713	S2-690580957
S1-195059493	S2-304094129
S1-630989615	S2-841028979
S1-398437994	S2-98104461
S1-206349299	S2-65718579
S1-888127580	S2-704272143
S1-812202573	S2-971361973
S1-72671238	S2-103093469
S1-315714921	S2-596723300
S1-914222082	S2-513177498
S1-461145673	S2-388765666
S1-422663873	S2-265127358
S1-568360819	S2-86617314
S1-8664148	S2-258607885
S1-316723641	S2-745944337
S1-968969954	S2-58330717
S1-94994541	S2-750865575
S1-744534625	S2-367262929
S1-402436076	S2-495815324
S1-555240211	S2-148110362
S1-885817950	S2-108606759
S1-836225187	S2-684634501
S1-153166486	S2-593656128
S1-161534846	S2-75716923
S1-729485483	S2-833629948
S1-937164530	S2-963647820
S1-617326560	S2-695645725
S1-164907584	S2-772238255
S1-908300558	S2-857497571
S1-978006117	S2-112448810
S1-894490430	S2-528243270
S1-202140118	S2-641858345
S1-830133817	S2-146684348
S1-997968108	S2-119524150
S1-134584054	S2-923587212
S1-561627297	S2-247600336
S1-61591652	S2-760965312
S1-158539143	S2-55096991
S1-43719918	S2-310717753
S1-473019799	S2-603297995
S1-715586287	S2-557319891
S1-609692604	S2-471571879
S1-173813742	S2-972473197
S1-413881412	S2-860934884
S1-408065561	S2-437865309
S1-238199897	S2-342791344
S1-999775023	S2-179230367
S1-824758522	S2-162256776
S1-582013370	S2-712854574
S1-834338337	S2-375715970
S1-143877355	S2-512599443
S1-26936268	S2-972059225
S1-487215963	S2-771448037
S1-196110250	S2-304730315
S1-24210287	S2-916045016
S1-11065294	S2-763670424
S1-569573035	S2-906763981
S1-552421005	S2-11932481
S1-202949551	S2-300554208
S1-972659010	S2-629299127
S1-525455586	S2-503896041
S1-378546306	S2-381125894
S1-20889220	S2-29312006
S1-545663627	S2-150647559
S1-462432174	S2-426274569
S1-321638606	S2-907905468
S1-492930983	S2-515526876
S1-16018367	S2-965680390
S1-891492715	S2-377634052
S1-562444011	S2-551778451
S1-509553551	S2-286817785
S1-33914518	S2-398867470
S1-846540570	S2-764143294
S1-860736812	S2-859385261
S1-636379844	S2-586369481
S1-921789173	S2-768060360
S1-452852250	S2-469088523
S1-955643207	S2-406828772
S1-659130111	S2-681124632
S1-258914465	S2-419694812
S1-753225708	S2-552523446
S1-196230055	S2-13732646
S1-44621185	S2-654899396
S1-161826523	S2-448317610
S1-325343632	S2-739726355
S1-113277301	S2-592892324
S1-999406586	S2-793112405
S1-310556487	S2-746616168
S1-145517915	S2-120315714
S1-515714237	S2-132589614
S1-840456467	S2-140071409
S1-975267298	S2-251524813
S1-489745760	S2-519111181
S1-352862045	S2-64722665
S1-764307854	S2-523776282
S1-467410987	S2-380117082
S1-170554023	S2-70678066
S1-945578383	S2-914824440
S1-704903488	S2-393460427
S1-358315040	S2-215704740
S1-176394721	S2-346917366
S1-501772409	S2-843613171
S1-243180458	S2-925504432
S1-729978058	S2-185201170
S1-441265650	S2-977977495
S1-389520222	S2-697920557
S1-774138065	S2-746386698
S1-918800205	S2-33312446
S1-287916546	S2-626347655
S1-367158554	S2-253685832
S1-13238624	S2-22467211
S1-256230186	S2-429186497
S1-440255838	S2-497933116
S1-124087919	S2-536371328
S1-37261754	S2-800375621
S1-67689033	S2-689963740
S1-398383369	S2-106895177
S1-873557261	S2-802616353
S1-562750164	S2-215414809
S1-191150355	S2-761069411
S1-340035719	S2-696466602
S1-109288013	S2-521473647
S1-950536271	S2-168174968
S1-909112029	S2-717878712
S1-849746609	S2-190319534
S1-724628638	S2-969077308
S1-436299183	S2-480133351
S1-925423567	S2-692061970
S1-442828640	S2-418319340
S1-361305676	S2-683016978
S1-943631796	S2-396480776
S1-593705796	S2-562073591
S1-325616188	S2-771091223
S1-698318755	S2-534193840
S1-443419337	S2-315033620
S1-760267631	S2-264451700
S1-594816402	S2-355665447
S1-186865876	S2-642332750
S1-472793661	S2-30528090
S1-897368932	S2-916503040
S1-169672052	S2-635249122
S1-146070906	S2-339182891
S1-890684003	S2-32682299
S1-207617671	S2-935849722
S1-646363892	S2-251653883
S1-815431066	S2-981873922
S1-790719518	S2-864073691
S1-916844632	S2-119460028
S1-700773271	S2-605987019
S1-860215100	S2-45381488
S1-617155445	S2-777297483
S1-154557474	S2-982718592
S1-101169625	S2-35692522
S1-565773967	S2-65910693
S1-206835461	S2-545629300
S1-303320100	S2-917740199
S1-805612510	S2-96405270
S1-401218769	S2-823585117
S1-52441042	S2-733724721
S1-549676548	S2-793855022
S1-312490966	S2-43767428
S1-47042696	S2-347647608
S1-348175291	S2-672493211
S1-757077366	S2-178873085
S1-788331380	S2-149652748
S1-644497819	S2-785739834
S1-721893693	S2-733339516
S1-607432577	S2-468448120
S1-104579161	S2-852883319
S1-278499716	S2-59737637
S1-553735886	S2-169259200
S1-89883294	S2-483314360
S1-644061747	S2-435177143
S1-240794057	S2-23164699
S1-156816610	S2-583310904
S1-186844881	S2-885723133
S1-181813784	S2-650116949
S1-711235060	S2-546377728
S1-545760076	S2-115347031
S1-848626120	S2-967544859
S1-131400748	S2-500840641
S1-944892789	S2-997942571
S1-511325306	S2-984292994
S1-748576155	S2-915431594
S1-560366809	S2-534478257
S1-486520977	S2-708421500
S1-206263889	S2-562964937
S1-575165646	S2-546326270
S1-310830622	S2-891424260
S1-295085112	S2-838241676
S1-95597100	S2-500551862
S1-310516131	S2-251960740
S1-365781030	S2-743497744
S1-812129609	S2-649464984
S1-557318152	S2-264338023
S1-620419933	S2-935971327
